DATE,DOWNLOADS,Rating Count,Reviews Count,Uninstalls,Active Users(in Millions),Last Updated,Content rating,Ad Supported,Size,Minimum Android
2020-09-06,246961,27857,6964,49392,69,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-07,259719,23432,5858,51944,69,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-08,252352,31123,7781,50470,76,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-09,247970,26625,6656,49594,68,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-10,175221,21380,5345,35044,80,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-11,106540,24892,6223,21308,75,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-12,115452,24405,6101,23090,74,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-13,88404,21355,5339,17681,75,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-14,65271,30288,7572,13054,75,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-15,68846,22460,5615,13769,77,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-16,54792,34297,8574,10958,75,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-17,40872,13363,3341,8174,82,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-18,46632,27471,6868,9326,78,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-19,36902,18570,4643,7380,76,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-20,41060,32598,8150,8212,61,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-21,36064,26171,6543,7213,81,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-22,34151,28281,7070,6830,78,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-23,36959,25855,6464,7392,74,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-24,31732,23423,5856,6346,68,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-25,32692,26900,6725,6538,85,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-26,29332,28654,7164,5866,71,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-27,27029,17380,4345,5406,89,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-28,29857,14434,3609,5971,76,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-29,28419,8813,2203,5684,77,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-09-30,26371,10086,2522,5274,73,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-01,25211,9761,2440,5042,75,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-02,28607,9353,2338,5721,78,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-03,28056,8747,2187,5611,75,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-04,27823,8625,2156,5565,76,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-05,30498,9510,2378,6100,65,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-06,23867,8556,2139,4773,70,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-07,30529,8510,2128,6106,66,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-08,31841,3567,892,6368,70,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-09,21829,5815,1454,4366,77,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-10,24649,6235,1559,4930,79,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-11,25127,7984,1996,5025,70,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-12,21940,7416,1854,4388,77,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-13,23595,8059,2015,4719,68,23-06-2020,Mature 17+,TRUE,98.6,4.3
2020-10-14,21129,3707,927,4226,74,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-15,21597,4597,1149,4319,77,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-16,17820,8298,2075,3564,71,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-17,23697,4397,1099,4739,74,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-18,27035,4940,1235,5407,75,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-19,35168,8187,2047,7034,73,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-20,38186,7611,1903,7637,74,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-21,27560,2956,739,5512,78,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-22,32236,15020,3755,6447,76,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-23,27461,11455,2864,5492,70,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-24,21230,19436,4859,4246,69,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-25,15346,13582,3396,3069,74,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-26,16445,15491,3873,3289,75,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-27,14985,12419,3105,2997,69,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-28,15253,12055,3014,3051,70,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-29,15586,13324,3331,3117,89,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-30,14998,19358,4840,3000,74,13-10-2020,Mature 17+,TRUE,94,4.3
2020-10-31,39505,11312,2828,7901,72,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-01,39636,18962,4741,7927,71,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-02,55727,11748,2937,11145,72,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-03,35522,19336,4834,7104,80,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-04,38344,19485,4871,7669,75,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-05,32733,16667,4167,6547,72,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-06,31505,15283,3821,6301,76,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-07,30011,18426,4607,6002,77,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-08,35027,18658,4665,7005,79,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-09,31840,12233,3058,6368,85,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-10,30016,14046,3512,6003,75,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-11,24843,15951,3988,4969,78,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-12,26354,13954,3489,5271,73,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-13,26664,19476,4869,5333,76,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-14,23913,11654,2914,4783,71,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-15,24525,13340,3335,4905,83,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-16,24761,14206,3552,4952,74,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-17,24563,15973,3993,4913,74,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-18,24033,16031,4008,4807,73,13-10-2020,Mature 17+,TRUE,94,4.3
2020-11-19,19667,10625,2656,3933,71,13-10-2020,Mature 17+,TRUE,94,4.3
