DATE,DOWNLOADS,Rating Count,Reviews Count,Uninstalls,Active Users(in Millions),Last Updated,Content rating,Ad Supported,Size,Minimum Android
2020-09-22,170132,7083,1771,34026,204,2020-09-22,TEEN,TRUE,62.8,4.4
2020-09-23,169687,4424,1106,33937,211,2020-09-22,TEEN,TRUE,62.8,4.4
2020-09-24,170190,8929,2232,34038,200,2020-09-24,TEEN,TRUE,62.9,4.4
2020-09-25,167226,7083,1771,33445,204,2020-09-24,TEEN,TRUE,62.9,4.4
2020-09-26,136998,3456,864,27400,206,2020-09-24,TEEN,TRUE,62.9,4.4
2020-09-27,158669,9333,2333,31734,204,2020-09-24,TEEN,TRUE,62.9,4.4
2020-09-28,171753,5943,1486,34351,216,2020-09-24,TEEN,TRUE,62.9,4.4
2020-09-29,158699,8943,2236,31740,203,2020-09-29,TEEN,TRUE,64.1,4.4
2020-09-30,168279,4663,1166,33656,206,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-01,154658,7684,1921,30932,218,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-02,159431,8433,2108,31886,212,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-03,156806,6760,1690,31361,210,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-04,148953,5349,1337,29791,209,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-05,166565,6443,1611,33313,197,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-06,172018,9832,2458,34404,216,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-07,170445,3435,859,34089,205,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-08,165630,8932,2233,33126,216,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-09,159546,3345,836,31909,219,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-10,148098,4436,1109,29620,221,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-11,163383,7322,1831,32677,193,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-12,167383,2123,531,33477,209,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-13,168626,4553,1138,33725,209,2020-09-29,TEEN,TRUE,64.1,4.4
2020-10-14,156775,4523,1131,31355,217,2020-10-14,TEEN,TRUE,63.9,4.4
2020-10-15,159111,4699,1175,31822,210,2020-10-14,TEEN,TRUE,63.9,4.4
2020-10-16,154658,4599,1150,30932,220,2020-10-14,TEEN,TRUE,63.9,4.4
2020-10-17,170172,3489,872,34034,202,2020-10-14,TEEN,TRUE,63.9,4.4
2020-10-18,162519,9452,2363,32504,206,2020-10-14,TEEN,TRUE,63.9,4.4
2020-10-19,178220,7899,1975,35644,214,2020-10-14,TEEN,TRUE,63.9,4.4
2020-10-20,170406,10512,2628,34081,213,2020-10-14,TEEN,TRUE,63.9,4.4
2020-10-21,172065,11990,2998,34413,194,2020-10-21,TEEN,TRUE,65,4.4
2020-10-22,171183,2453,613,34237,207,2020-10-21,TEEN,TRUE,65,4.4
2020-10-23,176708,17893,4473,35342,223,2020-10-21,TEEN,TRUE,65,4.4
2020-10-24,177946,10512,2628,35589,203,2020-10-21,TEEN,TRUE,65,4.4
2020-10-25,176662,11355,2839,35332,201,2020-10-21,TEEN,TRUE,65,4.4
2020-10-26,183043,10999,2750,36609,208,2020-10-21,TEEN,TRUE,65,4.4
2020-10-27,180472,3432,858,36094,207,2020-10-21,TEEN,TRUE,65,4.4
2020-10-28,178316,3477,869,35663,196,2020-10-28,TEEN,TRUE,63.8,4.4
2020-10-29,174812,4532,1133,34962,213,2020-10-28,TEEN,TRUE,63.8,4.4
2020-10-30,192181,7484,1871,38436,210,2020-10-28,TEEN,TRUE,63.8,4.4
2020-10-31,178291,4444,1111,35658,199,2020-10-28,TEEN,TRUE,63.8,4.4
2020-11-01,180326,4577,1144,36065,205,2020-10-28,TEEN,TRUE,63.8,4.4
2020-11-02,181465,8433,2108,36293,206,2020-10-28,TEEN,TRUE,63.8,4.4
2020-11-03,183620,8843,2211,36724,196,2020-11-13,TEEN,TRUE,63.8,4.4
2020-11-04,176554,8782,2196,35311,202,2020-11-13,TEEN,TRUE,63.8,4.4
2020-11-05,191975,2348,587,38395,212,2020-11-13,TEEN,TRUE,63.8,4.4
2020-11-06,175131,1323,331,35026,217,2020-11-13,TEEN,TRUE,63.8,4.4
2020-11-07,190186,4735,1184,38037,216,2020-11-13,TEEN,TRUE,63.8,4.4
2020-11-08,181848,7833,1958,36370,213,2020-11-13,TEEN,TRUE,63.8,4.4
2020-11-09,175202,2345,586,35040,207,2020-11-13,TEEN,TRUE,63.8,4.4
2020-11-10,174536,3464,866,34907,212,2020-10-13,TEEN,TRUE,65,4.4
2020-11-11,172049,4735,1184,34410,206,2020-10-13,TEEN,TRUE,65,4.4
2020-11-12,186594,8922,2231,37319,208,2020-10-13,TEEN,TRUE,65,4.4
2020-11-13,181723,2234,559,36345,208,2020-10-13,TEEN,TRUE,65,4.4
2020-11-14,175661,1234,309,35132,210,2020-10-13,TEEN,TRUE,65,4.4
2020-11-15,192778,4634,1159,38556,206,2020-10-13,TEEN,TRUE,65,4.4
2020-11-16,192514,2244,561,38503,199,2020-10-13,TEEN,TRUE,65,4.4
2020-11-17,179222,6322,1581,35844,218,2020-10-13,TEEN,TRUE,65,4.4
2020-11-18,185373,1345,336,37075,208,2020-10-13,TEEN,TRUE,65,4.4
2020-11-19,185878,6332,1583,37176,211,2020-10-13,TEEN,TRUE,65,4.4
